Course Code,Title,Section,Faculty Full Name,Day,Start Time,End Time,Start_Time_24hr,End_Time_24hr,Days_List,Cr.
CSE 4721,Network Security,B,Sanjida Ferdous,S,09:51:AM,11:10:AM,951,1110,['S'],3.0
CSE 4721,Network Security,C,Sanjida Ferdous,S,11:11:AM,12:30:PM,1111,1230,['S'],3.0
CSE 4721,Network Security,D,Sanjida Ferdous,U,08:30:AM,09:50:AM,830,950,['U'],3.0
CSE 4721,Network Security,E,Sanjida Ferdous,U,09:51:AM,11:10:AM,951,1110,['U'],3.0
CSE 4721,Network Security,F,Sanjida Ferdous,U,11:11:AM,12:30:PM,1111,1230,['U'],3.0
CSE 4722,Network Security Laboratory,A,Sanjida Ferdous,T,02:00:PM,04:30:PM,1400,1630,['T'],1.0
CSE 4722,Network Security Laboratory,B,Sanjida Ferdous,W,02:00:PM,04:30:PM,1400,1630,['W'],1.0
CSE 4722,Network Security Laboratory,C,Sanjida Ferdous,S,02:00:PM,04:30:PM,1400,1630,['S'],1.0
CSE 4722,Network Security Laboratory,D,Sanjida Ferdous,U,02:00:PM,04:30:PM,1400,1630,['U'],1.0
CSE 4811,Simulation and Modeling,A,Charles Aunkan Gomes,S,08:30:AM,09:50:AM,830,950,['S'],3.0
CSE 4811,Simulation and Modeling,B,Charles Aunkan Gomes,S,09:51:AM,11:10:AM,951,1110,['S'],3.0
CSE 4811,Simulation and Modeling,C,Charles Aunkan Gomes,S,11:11:AM,12:30:PM,1111,1230,['S'],3.0
CSE 4811,Simulation and Modeling,D,Charles Aunkan Gomes,U,08:30:AM,09:50:AM,830,950,['U'],3.0
CSE 4811,Simulation and Modeling,E,Charles Aunkan Gomes,U,09:51:AM,11:10:AM,951,1110,['U'],3.0
CSE 4811,Simulation and Modeling,F,Charles Aunkan Gomes,U,11:11:AM,12:30:PM,1111,1230,['U'],3.0
CSE 4812,Simulation and Modeling Laboratory,A,Charles Aunkan Gomes,W,02:00:PM,04:30:PM,1400,1630,['W'],1.0
CSE 4812,Simulation and Modeling Laboratory,B,Charles Aunkan Gomes,T,02:00:PM,04:30:PM,1400,1630,['T'],1.0
CSE 4812,Simulation and Modeling Laboratory,C,Charles Aunkan Gomes,S,02:00:PM,04:30:PM,1400,1630,['S'],1.0
CSE 4812,Simulation and Modeling Laboratory,D,Charles Aunkan Gomes,U,02:00:PM,04:30:PM,1400,1630,['U'],1.0
CSE 4821,Distributed System,A,Abdullah Ibne Masud Mahi,S,08:30:AM,09:50:AM,830,950,['S'],3.0
CSE 4821,Distributed System,B,Abdullah Ibne Masud Mahi,S,09:51:AM,11:10:AM,951,1110,['S'],3.0
CSE 4821,Distributed System,C,Abdullah Ibne Masud Mahi,S,11:11:AM,12:30:PM,1111,1230,['S'],3.0
CSE 4821,Distributed System,D,Abdullah Ibne Masud Mahi,U,08:30:AM,09:50:AM,830,950,['U'],3.0
CSE 4821,Distributed System,E,Abdullah Ibne Masud Mahi,U,09:51:AM,11:10:AM,951,1110,['U'],3.0
CSE 4821,Distributed System,F,Abdullah Ibne Masud Mahi,U,11:11:AM,12:30:PM,1111,1230,['U'],3.0
CSE 4822,Distributed System Laboratory,A,Abdullah Ibne Masud Mahi,W,02:00:PM,04:30:PM,1400,1630,['W'],1.0
CSE 4822,Distributed System Laboratory,B,Abdullah Ibne Masud Mahi,T,02:00:PM,04:30:PM,1400,1630,['T'],1.0
CSE 4822,Distributed System Laboratory,C,Abdullah Ibne Masud Mahi,S,02:00:PM,04:30:PM,1400,1630,['S'],1.0
CSE 4822,Distributed System Laboratory,D,Abdullah Ibne Masud Mahi,U,02:00:PM,04:30:PM,1400,1630,['U'],1.0
DS 2121,Introduction to Data Science,A,Azizur Rahman Anik,S,08:30:AM,09:50:AM,830,950,['S'],3.0
DS 2121,Introduction to Data Science,B,Azizur Rahman Anik,S,09:51:AM,11:10:AM,951,1110,['S'],3.0
DS 2121,Introduction to Data Science,C,Azizur Rahman Anik,S,11:11:AM,12:30:PM,1111,1230,['S'],3.0
DS 2121,Introduction to Data Science,D,Azizur Rahman Anik,U,08:30:AM,09:50:AM,830,950,['U'],3.0
DS 2121,Introduction to Data Science,E,Azizur Rahman Anik,U,09:51:AM,11:10:AM,951,1110,['U'],3.0
DS 2121,Introduction to Data Science,F,Azizur Rahman Anik,U,11:11:AM,12:30:PM,1111,1230,['U'],3.0
DS 2122,Introduction to Data Science Laboratory,A,Azizur Rahman Anik,W,08:30:AM,11:00:AM,830,1100,['W'],1.0
DS 2122,Introduction to Data Science Laboratory,B,Azizur Rahman Anik,T,08:30:AM,11:00:AM,830,1100,['T'],1.0
DS 2122,Introduction to Data Science Laboratory,C,Azizur Rahman Anik,S,02:00:PM,04:30:PM,1400,1630,['S'],1.0
DS 2122,Introduction to Data Science Laboratory,D,Azizur Rahman Anik,U,02:00:PM,04:30:PM,1400,1630,['U'],1.0
DS 2122,Introduction to Data Science Laboratory,E,Azizur Rahman Anik,W,11:11:AM,01:40:PM,1111,1340,['W'],1.0
DS 2122,Introduction to Data Science Laboratory,F,Azizur Rahman Anik,T,11:11:AM,01:40:PM,1111,1340,['T'],1.0
DS 2122,Introduction to Data Science Laboratory,G,Azizur Rahman Anik,S,08:30:AM,11:00:AM,830,1100,['S'],1.0
DS 2122,Introduction to Data Science Laboratory,H,Azizur Rahman Anik,U,11:11:AM,01:40:PM,1111,1340,['U'],1.0
DS 3120,Technical Report Writing and Presentation,BA,Jannatun Noor Mukta,S,11:11:AM,01:40:PM,1111,1340,['S'],2.0
DS 3120,Technical Report Writing and Presentation,BB,Jannatun Noor Mukta,T,11:11:AM,01:40:PM,1111,1340,['T'],2.0
DS 3521,Data Visualization,BA,Shihab Ahmed,S,11:11:AM,12:30:PM,1111,1230,['S'],3.0
DS 3521,Data Visualization,BA,Shihab Ahmed,W,11:11:AM,01:40:PM,1111,1340,['W'],3.0
DS 3522,Data Visualization Laboratory,BA,Shihab Ahmed,U,02:00:PM,04:30:PM,1400,1630,['U'],1.0
DS 3885,Data Wrangling,BA,A.H.M. Osama Haque,S,08:30:AM,09:50:AM,830,950,['S'],3.0
DS 3885,Data Wrangling,BA,A.H.M. Osama Haque,W,08:30:AM,09:50:AM,830,950,['W'],3.0
DS 4523,Simulation and Modeling,BA,Tahmid Mosaddeque,S,08:30:AM,09:50:AM,830,950,['S'],3.0
DS 4523,Simulation and Modeling,BA,Tahmid Mosaddeque,T,08:30:AM,09:50:AM,830,950,['T'],3.0
DS 4889,Machine Learning,BA,A.H.M. Osama Haque,S,09:51:AM,11:10:AM,951,1110,['S'],3.0
DS 4889,Machine Learning,BA,A.H.M. Osama Haque,T,09:51:AM,11:10:AM,951,1110,['T'],3.0
DS 4889,Machine Learning,BB,A.H.M. Osama Haque,U,03:11:PM,04:30:PM,1511,1630,['U'],3.0
DS 4889,Machine Learning,BB,A.H.M. Osama Haque,W,03:11:PM,04:30:PM,1511,1630,['W'],3.0
DS 4891,Data Analytics,BA,Azizur Rahman Anik,S,08:30:AM,09:50:AM,830,950,['S'],3.0
DS 4891,Data Analytics,BA,Azizur Rahman Anik,W,08:30:AM,09:50:AM,830,950,['W'],3.0
DS 4892,Data Analytics Laboratory,BA,Azizur Rahman Anik,U,11:11:AM,01:40:PM,1111,1340,['U'],1.0
ENG 1201,English Language I: Listening and Speaking,A,Afia Tasnim Orpita,U,08:30:AM,09:50:AM,830,950,['U'],3.0
ENG 1201,English Language I: Listening and Speaking,B,Md. Saiful Islam,U,09:51:AM,11:10:AM,951,1110,['U'],3.0
ENG 1201,English Language I: Listening and Speaking,C,Md. Saiful Islam,U,11:11:AM,12:30:PM,1111,1230,['U'],3.0
ENG 1201,English Language I: Listening and Speaking,D,Afia Tasnim Orpita,U,12:31:PM,01:50:PM,1231,1350,['U'],3.0
ENG 1201,English Language I: Listening and Speaking,E,Afia Tasnim Orpita,U,01:51:PM,03:10:PM,1351,1510,['U'],3.0
ENG 1201,English Language I: Listening and Speaking,F,Md. Saiful Islam,U,03:11:PM,04:30:PM,1511,1630,['U'],3.0
ENG 1202,English Language II: Reading and Writing,A,Md. Saiful Islam,S,08:30:AM,09:50:AM,830,950,['S'],3.0
ENG 1202,English Language II: Reading and Writing,B,Afia Tasnim Orpita,S,09:51:AM,11:10:AM,951,1110,['S'],3.0
ENG 1202,English Language II: Reading and Writing,C,Afia Tasnim Orpita,S,11:11:AM,12:30:PM,1111,1230,['S'],3.0
ENG 1202,English Language II: Reading and Writing,D,Md. Saiful Islam,S,12:31:PM,01:50:PM,1231,1350,['S'],3.0
ENG 1202,English Language II: Reading and Writing,E,Md. Saiful Islam,S,01:51:PM,03:10:PM,1351,1510,['S'],3.0
ENG 1202,English Language II: Reading and Writing,F,Afia Tasnim Orpita,S,03:11:PM,04:30:PM,1511,1630,['S'],3.0
MGT 2111,Principles of Management,A,Israt Jabin,U,09:51:AM,11:10:AM,951,1110,['U'],3.0
MGT 2111,Principles of Management,C,Israt Jabin,S,03:11:PM,04:30:PM,1511,1630,['S'],3.0
MGT 2111,Principles of Management,B,Israt Jabin,T,09:51:AM,11:10:AM,951,1110,['T'],3.0
MAT 1105,Calculus and Coordinate Geometry,A,Jarin Tasnim,S,08:30:AM,09:50:AM,830,950,['S'],3.0
MAT 1105,Calculus and Coordinate Geometry,B,Jarin Tasnim,S,09:51:AM,11:10:AM,951,1110,['S'],3.0
MAT 1105,Calculus and Coordinate Geometry,C,Jarin Tasnim,S,11:11:AM,12:30:PM,1111,1230,['S'],3.0
MAT 1105,Calculus and Coordinate Geometry,D,Jarin Tasnim,S,12:31:PM,01:50:PM,1231,1350,['S'],3.0
MAT 1105,Calculus and Coordinate Geometry,E,Jarin Tasnim,S,01:51:PM,03:10:PM,1351,1510,['S'],3.0
MAT 1105,Calculus and Coordinate Geometry,F,S M Jishanul Islam,U,08:30:AM,09:50:AM,830,950,['U'],3.0
MAT 1105,Calculus and Coordinate Geometry,G,S M Jishanul Islam,U,09:51:AM,11:10:AM,951,1110,['U'],3.0
MAT 1105,Calculus and Coordinate Geometry,H,S M Jishanul Islam,U,11:11:AM,12:30:PM,1111,1230,['U'],3.0
MAT 1105,Calculus and Coordinate Geometry,I,S M Jishanul Islam,U,12:31:PM,01:50:PM,1231,1350,['U'],3.0
MAT 1105,Calculus and Coordinate Geometry,J,S M Jishanul Islam,U,01:51:PM,03:10:PM,1351,1510,['U'],3.0
MAT 1205,Linear Algebra and Differential Equations,A,Mohammed Jawwadul Islam,S,08:30:AM,09:50:AM,830,950,['S'],3.0
MAT 1205,Linear Algebra and Differential Equations,B,Mohammed Jawwadul Islam,S,09:51:AM,11:10:AM,951,1110,['S'],3.0
MAT 1205,Linear Algebra and Differential Equations,C,Mohammed Jawwadul Islam,S,11:11:AM,12:30:PM,1111,1230,['S'],3.0
MAT 1205,Linear Algebra and Differential Equations,D,Mohammed Jawwadul Islam,S,12:31:PM,01:50:PM,1231,1350,['S'],3.0
MAT 1205,Linear Algebra and Differential Equations,E,Mohammed Jawwadul Islam,S,01:51:PM,03:10:PM,1351,1510,['S'],3.0
MAT 1205,Linear Algebra and Differential Equations,F,Jarin Tasnim,U,08:30:AM,09:50:AM,830,950,['U'],3.0
MAT 1205,Linear Algebra and Differential Equations,G,Jarin Tasnim,U,09:51:AM,11:10:AM,951,1110,['U'],3.0
MAT 1205,Linear Algebra and Differential Equations,H,Jarin Tasnim,U,11:11:AM,12:30:PM,1111,1230,['U'],3.0
MAT 1205,Linear Algebra and Differential Equations,I,Jarin Tasnim,U,12:31:PM,01:50:PM,1231,1350,['U'],3.0
MAT 1205,Linear Algebra and Differential Equations,J,Jarin Tasnim,U,01:51:PM,03:10:PM,1351,1510,['U'],3.0
MAT 2105,Complex Variable, Statistics and Probability,A,Md. Benzir Ahmed,S,08:30:AM,09:50:AM,830,950,['S'],3.0
MAT 2105,Complex Variable, Statistics and Probability,B,Md. Benzir Ahmed,S,09:51:AM,11:10:AM,951,1110,['S'],3.0
MAT 2105,Complex Variable, Statistics and Probability,C,Md. Benzir Ahmed,S,11:11:AM,12:30:PM,1111,1230,['S'],3.0
MAT 2105,Complex Variable, Statistics and Probability,D,Md. Benzir Ahmed,S,12:31:PM,01:50:PM,1231,1350,['S'],3.0
MAT 2105,Complex Variable, Statistics and Probability,E,Md. Benzir Ahmed,S,01:51:PM,03:10:PM,1351,1510,['S'],3.0
MAT 2105,Complex Variable, Statistics and Probability,F,Mohammed Jawwadul Islam,U,08:30:AM,09:50:AM,830,950,['U'],3.0
MAT 2105,Complex Variable, Statistics and Probability,G,Mohammed Jawwadul Islam,U,09:51:AM,11:10:AM,951,1110,['U'],3.0
MAT 2105,Complex Variable, Statistics and Probability,H,Mohammed Jawwadul Islam,U,11:11:AM,12:30:PM,1111,1230,['U'],3.0
MAT 2105,Complex Variable, Statistics and Probability,I,Mohammed Jawwadul Islam,U,12:31:PM,01:50:PM,1231,1350,['U'],3.0
MAT 2105,Complex Variable, Statistics and Probability,J,Mohammed Jawwadul Islam,U,01:51:PM,03:10:PM,1351,1510,['U'],3.0
PHY 1105,Physics I,A,Nahid Tamanna,S,08:30:AM,09:50:AM,830,950,['S'],3.0
PHY 1105,Physics I,B,Nahid Tamanna,S,09:51:AM,11:10:AM,951,1110,['S'],3.0
PHY 1105,Physics I,C,Nahid Tamanna,S,11:11:AM,12:30:PM,1111,1230,['S'],3.0
PHY 1105,Physics I,D,Nahid Tamanna,S,12:31:PM,01:50:PM,1231,1350,['S'],3.0
PHY 1105,Physics I,E,Nahid Tamanna,S,01:51:PM,03:10:PM,1351,1510,['S'],3.0
PHY 1105,Physics I,F,Nahid Tamanna,U,08:30:AM,09:50:AM,830,950,['U'],3.0
PHY 1105,Physics I,G,Nahid Tamanna,U,09:51:AM,11:10:AM,951,1110,['U'],3.0
PHY 1105,Physics I,H,Nahid Tamanna,U,11:11:AM,12:30:PM,1111,1230,['U'],3.0
PHY 1105,Physics I,I,Nahid Tamanna,U,12:31:PM,01:50:PM,1231,1350,['U'],3.0
PHY 1105,Physics I,J,Nahid Tamanna,U,01:51:PM,03:10:PM,1351,1510,['U'],3.0
PHY 1106,Physics I Laboratory,A,Nahid Tamanna,W,11:11:AM,01:40:PM,1111,1340,['W'],1.0
PHY 1106,Physics I Laboratory,B,Nahid Tamanna,T,11:11:AM,01:40:PM,1111,1340,['T'],1.0
PHY 1106,Physics I Laboratory,C,Nahid Tamanna,S,11:11:AM,01:40:PM,1111,1340,['S'],1.0
PHY 1106,Physics I Laboratory,D,Nahid Tamanna,U,11:11:AM,01:40:PM,1111,1340,['U'],1.0
PHY 1106,Physics I Laboratory,E,Nahid Tamanna,W,02:00:PM,04:30:PM,1400,1630,['W'],1.0
PHY 1106,Physics I Laboratory,F,Nahid Tamanna,T,02:00:PM,04:30:PM,1400,1630,['T'],1.0
PHY 1106,Physics I Laboratory,G,Nahid Tamanna,S,02:00:PM,04:30:PM,1400,1630,['S'],1.0
PHY 1106,Physics I Laboratory,H,Nahid Tamanna,U,02:00:PM,04:30:PM,1400,1630,['U'],1.0
STA 1105,Basic Statistics,A,Rubaiya Rahtin Khan,U,09:51:AM,11:10:AM,951,1110,['U'],3.0
STA 1105,Basic Statistics,B,Rubaiya Rahtin Khan,U,11:11:AM,12:30:PM,1111,1230,['U'],3.0
STA 1105,Basic Statistics,C,Rubaiya Rahtin Khan,U,12:31:PM,01:50:PM,1231,1350,['U'],3.0
STA 1105,Basic Statistics,D,Rubaiya Rahtin Khan,U,01:51:PM,03:10:PM,1351,1510,['U'],3.0
STA 1105,Basic Statistics,E,Rubaiya Rahtin Khan,U,03:11:PM,04:30:PM,1511,1630,['U'],3.0
ACT 2111,Financial and Managerial Accounting,B,Israt Jabin,T,09:51:AM,11:10:AM,951,1110,['T'],3.0
ACT 2111,Financial and Managerial Accounting,C,Ishrat Jahan,W,03:11:PM,04:30:PM,1511,1630,['W'],3.0
ACT 2111,Financial and Managerial Accounting,A,Ishrat Jahan,T,09:51:AM,11:10:AM,951,1110,['T'],3.0
BDS 1201,History of the Emergence of Bangladesh,AC,Al Jamal Mustafa Shindaini,T,08:30:AM,09:50:AM,830,950,['T'],2.0
BDS 1201,History of the Emergence of Bangladesh,AD,Mabia Momen,W,08:30:AM,09:50:AM,830,950,['W'],2.0
BDS 1201,History of the Emergence of Bangladesh,AE,Md. Ashraf Aziz Ishrak Fahim,W,01:51:PM,03:10:PM,1351,1510,['W'],2.0
BDS 1201,History of the Emergence of Bangladesh,AF,Nazmul Huda,T,11:11:AM,12:30:PM,1111,1230,['T'],2.0
BDS 1201,History of the Emergence of Bangladesh,AG,Nazmul Huda,T,12:31:PM,01:50:PM,1231,1350,['T'],2.0
BDS 1201,History of the Emergence of Bangladesh,AH,Md. Ashraf Aziz Ishrak Fahim,W,03:11:PM,04:30:PM,1511,1630,['W'],2.0
BDS 1201,History of the Emergence of Bangladesh,AA,Al Jamal Mustafa Shindaini,T,09:51:AM,11:10:AM,951,1110,['T'],2.0
BDS 1201,History of the Emergence of Bangladesh,AB,Mabia Momen,W,09:51:AM,11:10:AM,951,1110,['W'],2.0
BIO 3105,Biology for Engineers,G,Mobashara Islam,U,08:30:AM,09:50:AM,830,950,['U'],3.0
CSE 2215,Data Structure and Algorithms I,V,Md. Sajjad Hossain,T,08:30:AM,09:50:AM,830,950,['T'],3.0
CSE 2215,Data Structure and Algorithms I,X,Md. Sajjad Hossain,T,11:11:AM,12:30:PM,1111,1230,['T'],3.0
CSE 2215,Data Structure and Algorithms I,AF,Md. Abul Kashem Mia,R,11:11:AM,01:40:PM,1111,1340,['R'],3.0
CSE 3885,Software Engineering,A,A.H.M. Osama Haque,T,09:51:AM,11:10:AM,951,1110,['T'],3.0
CSE 3885,Software Engineering,B,A.H.M. Osama Haque,T,11:11:AM,12:30:PM,1111,1230,['T'],3.0
CSE 3885,Software Engineering,C,A.H.M. Osama Haque,T,12:31:PM,01:50:PM,1231,1350,['T'],3.0
CSE 4811,Simulation and Modeling,A,Charles Aunkan Gomes,W,08:30:AM,09:50:AM,830,950,['W'],3.0
CSE 4811,Simulation and Modeling,B,Charles Aunkan Gomes,W,09:51:AM,11:10:AM,951,1110,['W'],3.0
CSE 4811,Simulation and Modeling,C,Charles Aunkan Gomes,W,11:11:AM,12:30:PM,1111,1230,['W'],3.0
CSE 4821,Distributed System,A,Abdullah Ibne Masud Mahi,W,08:30:AM,09:50:AM,830,950,['W'],3.0
CSE 4821,Distributed System,B,Abdullah Ibne Masud Mahi,W,09:51:AM,11:10:AM,951,1110,['W'],3.0
CSE 4821,Distributed System,C,Abdullah Ibne Masud Mahi,W,11:11:AM,12:30:PM,1111,1230,['W'],3.0
DS 3521,Data Visualization,BA,Shihab Ahmed,U,11:11:AM,12:30:PM,1111,1230,['U'],3.0
DS 3885,Data Wrangling,BA,A.H.M. Osama Haque,U,08:30:AM,09:50:AM,830,950,['U'],3.0
DS 4523,Simulation and Modeling,BA,Tahmid Mosaddeque,T,08:30:AM,09:50:AM,830,950,['T'],3.0
DS 4889,Machine Learning,BA,A.H.M. Osama Haque,T,09:51:AM,11:10:AM,951,1110,['T'],3.0
DS 4889,Machine Learning,BB,A.H.M. Osama Haque,W,03:11:PM,04:30:PM,1511,1630,['W'],3.0
DS 4891,Data Analytics,BA,Azizur Rahman Anik,W,08:30:AM,09:50:AM,830,950,['W'],3.0
MGT 2111,Principles of Management,A,Israt Jabin,W,09:51:AM,11:10:AM,951,1110,['W'],3.0
MGT 2111,Principles of Management,C,Israt Jabin,T,03:11:PM,04:30:PM,1511,1630,['T'],3.0
MGT 2111,Principles of Management,B,Israt Jabin,R,09:51:AM,11:10:AM,951,1110,['R'],3.0
ACT 2111,Financial and Managerial Accounting,C,Ishrat Jahan,S,09:51:AM,11:10:AM,951,1110,['S'],3.0
ACT 2111,Financial and Managerial Accounting,A,Ishrat Jahan,U,09:51:AM,11:10:AM,951,1110,['U'],3.0
BDS 1201,History of the Emergence of Bangladesh,AC,Al Jamal Mustafa Shindaini,S,08:30:AM,09:50:AM,830,950,['S'],2.0
BDS 1201,History of the Emergence of Bangladesh,AD,Mabia Momen,U,08:30:AM,09:50:AM,830,950,['U'],2.0
BDS 1201,History of the Emergence of Bangladesh,AE,Md. Ashraf Aziz Ishrak Fahim,U,01:51:PM,03:10:PM,1351,1510,['U'],2.0
BDS 1201,History of the Emergence of Bangladesh,AF,Nazmul Huda,S,11:11:AM,12:30:PM,1111,1230,['S'],2.0
BDS 1201,History of the Emergence of Bangladesh,AG,Nazmul Huda,S,12:31:PM,01:50:PM,1231,1350,['S'],2.0
BDS 1201,History of the Emergence of Bangladesh,AH,Md. Ashraf Aziz Ishrak Fahim,U,03:11:PM,04:30:PM,1511,1630,['U'],2.0
BDS 1201,History of the Emergence of Bangladesh,AA,Al Jamal Mustafa Shindaini,S,09:51:AM,11:10:AM,951,1110,['S'],2.0
BDS 1201,History of the Emergence of Bangladesh,AB,Mabia Momen,U,09:51:AM,11:10:AM,951,1110,['U'],2.0
BIO 3105,Biology for Engineers,G,Mobashara Islam,W,08:30:AM,09:50:AM,830,950,['W'],3.0
CSE 2215,Data Structure and Algorithms I,V,Md. Sajjad Hossain,R,08:30:AM,09:50:AM,830,950,['R'],3.0
CSE 2215,Data Structure and Algorithms I,X,Md. Sajjad Hossain,R,11:11:AM,12:30:PM,1111,1230,['R'],3.0
CSE 3885,Software Engineering,D,Md. Zunaid-Ul-Alam,S,09:51:AM,11:10:AM,951,1110,['S'],3.0
CSE 3885,Software Engineering,E,Md. Zunaid-Ul-Alam,S,11:11:AM,12:30:PM,1111,1230,['S'],3.0
CSE 3885,Software Engineering,F,Md. Zunaid-Ul-Alam,S,12:31:PM,01:50:PM,1231,1350,['S'],3.0
CSE 4811,Simulation and Modeling,D,Charles Aunkan Gomes,W,08:30:AM,09:50:AM,830,950,['W'],3.0
CSE 4811,Simulation and Modeling,E,Charles Aunkan Gomes,W,09:51:AM,11:10:AM,951,1110,['W'],3.0
CSE 4811,Simulation and Modeling,F,Charles Aunkan Gomes,W,11:11:AM,12:30:PM,1111,1230,['W'],3.0
CSE 4821,Distributed System,D,Abdullah Ibne Masud Mahi,W,08:30:AM,09:50:AM,830,950,['W'],3.0
CSE 4821,Distributed System,E,Abdullah Ibne Masud Mahi,W,09:51:AM,11:10:AM,951,1110,['W'],3.0
CSE 4821,Distributed System,F,Abdullah Ibne Masud Mahi,W,11:11:AM,12:30:PM,1111,1230,['W'],3.0
DS 3521,Data Visualization,BA,Shihab Ahmed,W,11:11:AM,12:30:PM,1111,1230,['W'],3.0
DS 3885,Data Wrangling,BA,A.H.M. Osama Haque,W,08:30:AM,09:50:AM,830,950,['W'],3.0
DS 4523,Simulation and Modeling,BA,Tahmid Mosaddeque,T,08:30:AM,09:50:AM,830,950,['T'],3.0
DS 4889,Machine Learning,BA,A.H.M. Osama Haque,T,09:51:AM,11:10:AM,951,1110,['T'],3.0
DS 4889,Machine Learning,BB,A.H.M. Osama Haque,W,03:11:PM,04:30:PM,1511,1630,['W'],3.0
DS 4891,Data Analytics,BA,Azizur Rahman Anik,W,08:30:AM,09:50:AM,830,950,['W'],3.0
MGT 2111,Principles of Management,A,Israt Jabin,W,09:51:AM,11:10:AM,951,1110,['W'],3.0
MGT 2111,Principles of Management,C,Israt Jabin,T,03:11:PM,04:30:PM,1511,1630,['T'],3.0
MAT 1205,Linear Algebra and Differential Equations,A,Mohammed Jawwadul Islam,W,08:30:AM,09:50:AM,830,950,['W'],3.0
MAT 1205,Linear Algebra and Differential Equations,B,Mohammed Jawwadul Islam,W,09:51:AM,11:10:AM,951,1110,['W'],3.0
MAT 1205,Linear Algebra and Differential Equations,C,Mohammed Jawwadul Islam,W,11:11:AM,12:30:PM,1111,1230,['W'],3.0
MAT 1205,Linear Algebra and Differential Equations,D,Mohammed Jawwadul Islam,W,12:31:PM,01:50:PM,1231,1350,['W'],3.0
MAT 1205,Linear Algebra and Differential Equations,E,Mohammed Jawwadul Islam,W,01:51:PM,03:10:PM,1351,1510,['W'],3.0
MAT 2105,Complex Variable, Statistics and Probability,A,Md. Benzir Ahmed,W,08:30:AM,09:50:AM,830,950,['W'],3.0
MAT 2105,Complex Variable, Statistics and Probability,B,Md. Benzir Ahmed,W,09:51:AM,11:10:AM,951,1110,['W'],3.0
MAT 2105,Complex Variable, Statistics and Probability,C,Md. Benzir Ahmed,W,11:11:AM,12:30:PM,1111,1230,['W'],3.0
MAT 2105,Complex Variable, Statistics and Probability,D,Md. Benzir Ahmed,W,12:31:PM,01:50:PM,1231,1350,['W'],3.0
MAT 2105,Complex Variable, Statistics and Probability,E,Md. Benzir Ahmed,W,01:51:PM,03:10:PM,1351,1510,['W'],3.0
PHY 1105,Physics I,A,Nahid Tamanna,W,08:30:AM,09:50:AM,830,950,['W'],3.0
PHY 1105,Physics I,B,Nahid Tamanna,W,09:51:AM,11:10:AM,951,1110,['W'],3.0
PHY 1105,Physics I,C,Nahid Tamanna,W,11:11:AM,12:30:PM,1111,1230,['W'],3.0
PHY 1105,Physics I,D,Nahid Tamanna,W,12:31:PM,01:50:PM,1231,1350,['W'],3.0
PHY 1105,Physics I,E,Nahid Tamanna,W,01:51:PM,03:10:PM,1351,1510,['W'],3.0
PHY 1105,Physics I,F,Nahid Tamanna,T,08:30:AM,09:50:AM,830,950,['T'],3.0
PHY 1105,Physics I,G,Nahid Tamanna,T,09:51:AM,11:10:AM,951,1110,['T'],3.0
PHY 1105,Physics I,H,Nahid Tamanna,T,11:11:AM,12:30:PM,1111,1230,['T'],3.0
PHY 1105,Physics I,I,Nahid Tamanna,T,12:31:PM,01:50:PM,1231,1350,['T'],3.0
PHY 1105,Physics I,J,Nahid Tamanna,T,01:51:PM,03:10:PM,1351,1510,['T'],3.0